station_coordinates,station_name,station_slug,station_type,transport_type,transport_index
"[48.9065360076329, 2.45000616631337]",Bobigny Pablo Picasso,Bobigny Pablo Picasso,TRAMWAY,TRAM 1,1
"[48.83612297925807, 2.2781191783109924]",Balard,Balard,TRAMWAY,TRAM 3a,3A
"[48.819761266636434, 2.3640154621825222]",Porte de Choisy,Porte de Choisy,TRAMWAY,TRAM 3a,3A
"[48.81905151371675, 2.360129742015262]",Porte d'Italie,Porte d'Italie,TRAMWAY,TRAM 3a,3A
"[48.9302142113526, 2.283722557328397]",Les Courtilles,Les Courtilles,TRAMWAY,TRAM 1,1
"[48.84739388956154, 2.409656056404169]",Porte de Vincennes,Porte de Vincennes,TRAMWAY,TRAM 3b,3B
"[48.897428734644386, 2.3865814331137187]",Porte de la Villette,Porte de la Villette,TRAMWAY,TRAM 3b,3B
"[48.84252802674902, 2.3654333833527588]",Paris Austerlitz,Paris Austerlitz,RER,RER C,C
"[48.889560827381025, 2.3151768973047835]",Pont Cardinet,Pont Cardinet,METRO,METRO 14,14
"[48.9132020942236, 2.3346631501197574]",Mairie de Saint-Ouen,Mairie de Saint-Ouen,METRO,METRO 14,14
"[48.82592054603682, 2.3133800873660424]",Didot,Didot,TRAMWAY,TRAM 3a,3A
"[48.82230993200222, 2.2313231598737797]",Brimborion,Brimborion,TRAMWAY,TRAM 2,2
"[48.90727258612873, 2.516509893394615]",Gargan,Gargan,TRAMWAY,TRAM 4,4
"[48.90781431573521, 2.454357578777374]",Jean Rostand,Jean Rostand,TRAMWAY,TRAM 1,1
"[48.921804703583135, 2.5163333913072856]",L'Abbaye,L'Abbaye,TRAMWAY,TRAM 4,4
"[48.85747140797585, 2.2206035600287266]",Les Coteaux,Les Coteaux,TRAMWAY,TRAM 2,2
"[48.84985048691461, 2.2212326832669627]",Les Milons,Les Milons,TRAMWAY,TRAM 2,2
"[48.821517521575345, 2.2513361548525705]",Les Moulineaux,Les Moulineaux,TRAMWAY,TRAM 2,2
"[48.819500508973846, 2.3458035812044917]",Stade Charléty,Stade Charléty,TRAMWAY,TRAM 3a,3A
"[48.820873354291656, 2.3509328780645755]",Poterne des Peupliers,Poterne des Peupliers,TRAMWAY,TRAM 3a,3A
"[48.931005670038964, 2.5148845658921473]",Rougemont-Chanteloup,Rougemont-Chanteloup,TRAMWAY,TRAM 4,4
"[48.959318143235116, 2.342053801387074]",Villetaneuse-Université,Villetaneuse-Université,TRAMWAY,TRAM 8,8
"[48.93394363054387, 2.313257072955269]",Parc des Chanteraines,Parc des Chanteraines,TRAMWAY,TRAM 1,1
"[48.93181399600157, 2.2886560045943893]",Le Luth,Le Luth,TRAMWAY,TRAM 1,1
"[48.896664396283754, 2.2400792520382717]",Faubourg de l'Arche,Faubourg de l'Arche,TRAMWAY,TRAM 2,2
"[48.89873398971862, 2.3805370354886333]",Canal Saint-Denis,Canal Saint-Denis,TRAMWAY,TRAM 3b,3B
"[48.89860117124407, 2.3690369493169228]",Porte d'Aubervilliers,Porte d'Aubervilliers,TRAMWAY,TRAM 3b,3B
"[48.94820812664603, 2.3574615262731293]",Guynemer,Guynemer,TRAMWAY,TRAM 5,5
"[48.80716984590088, 2.294091244318828]",Vauban,Vauban,TRAMWAY,TRAM 6,6
"[48.794468883578155, 2.272650344658385]",Division Leclerc,Division Leclerc,TRAMWAY,TRAM 6,6
"[48.79882265203483, 2.3815109717362275]",Beethoven - Concorde,Beethoven - Concorde,TRAMWAY,TRAM 9,9
"[48.792891568372355, 2.3862066546438605]",Musée MAC VAL,Musée MAC VAL,TRAMWAY,TRAM 9,9
"[48.790428593588366, 2.3882351403366826]",Mairie de Vitry,Mairie de Vitry,TRAMWAY,TRAM 9,9
"[48.75210595274305, 2.416948755609277]",Christophe Colomb,Christophe Colomb,TRAMWAY,TRAM 9,9
"[48.95159838272274, 2.320755448125918]",Les Béatus,Les Béatus,TRAMWAY,TRAM 8,8
"[48.91778372432124, 2.417691093337975]",Drancy-Avenir,Drancy-Avenir,TRAMWAY,TRAM 1,1
"[48.91583789194883, 2.4250098942744507]",Hôpital Avicenne,Hôpital Avicenne,TRAMWAY,TRAM 1,1
"[48.78496976233004, 2.220009516856533]",Vélizy 2,Vélizy 2,TRAMWAY,TRAM 6,6
"[48.95667184509715, 2.343109235725379]",Pablo Neruda,Pablo Neruda,TRAMWAY,TRAM 8,8
"[48.960005791496656, 2.3423685974925004]",Villetaneuse - Université,Villetaneuse - Université,TRAMWAY,TRAM 11,11
"[49.010044959106736, 2.570640068890432]",Parc PX,Parc PX,VAL,CDGVAL,CDG
"[48.84084437122463, 2.549900487641345]",Noisy-le-Grand-Mont d'Est,Noisy-le-Grand-Mont d'Est,RER,RER A,A
"[48.90598139301879, 2.2831992802228163]",Asnières-sur-Seine,Asnières-sur-Seine,TRAIN,TRANSILIEN J,J
"[48.78756672743317, 2.292988009258978]",Fontenay-aux-Roses,Fontenay-aux-Roses,RER,RER B,B
"[48.02663600112107, 3.30278746506885]",Saint-Julien-du-Sault,Saint-Julien-du-Sault,TRAIN,GL,GL
"[49.285389401317865, 1.7849068783257747]",Gisors,Gisors,TRAIN,TRANSILIEN J,J
"[48.99195703496499, 2.07539045016014]",Conflans-Fin-d'Oise,Conflans-Fin-d'Oise,TRAIN,TRANSILIEN J,J
"[47.97372113746757, 3.3933081022992417]",Joigny,Joigny,TRAIN,GL,GL
"[48.856228090321636, 2.3946756547920454]",Alexandre Dumas,Alexandre Dumas,METRO,METRO 2,2
"[48.87932978774786, 2.3040703912187595]",Courcelles,Courcelles,METRO,METRO 2,2
"[48.821897938499944, 2.4131329383427076]",Charenton-Écoles,Charenton-Écoles,METRO,METRO 8,8
"[48.88671096710697, 2.349559430194617]",Château Rouge,Château Rouge,METRO,METRO 4,4
"[48.85928732423646, 2.3458030561895264]",Châtelet,Châtelet,METRO,METRO 1,1
"[48.87325274554992, 2.333946682528629]",Chaussée d'Antin - La Fayette,Chaussée d'Antin - La Fayette,METRO,METRO 7,7
"[48.87280447497173, 2.3344562913768514]",Chaussée d'Antin - La Fayette,Chaussée d'Antin - La Fayette,METRO,METRO 9,9
"[48.87447567571325, 2.322001788877925]",Saint-Augustin,Saint-Augustin,METRO,METRO 9,9
"[48.93677678897849, 2.359366296360598]",Basilique de Saint-Denis,Basilique de Saint-Denis,METRO,METRO 13,13
"[48.85489056594407, 2.3064034857365163]",École Militaire,École Militaire,METRO,METRO 8,8
"[48.86940219572108, 2.3538187935928794]",Strasbourg-Saint-Denis,Strasbourg-Saint-Denis,METRO,METRO 8,8
"[48.87059047707668, 2.348491131078988]",Bonne Nouvelle,Bonne Nouvelle,METRO,METRO 9,9
"[48.88813847667783, 2.249792769009765]",Esplanade de la Défense,Esplanade de la Défense,METRO,METRO 1,1
"[48.896308469762474, 2.318804401344238]",Honoré de Balzac,Honoré de Balzac,TRAMWAY,TRAM 3b,3B
"[48.80334774755022, 2.37779123068759]",Germaine Tailleferre,Germaine Tailleferre,TRAMWAY,TRAM 9,9
"[48.75454544300542, 2.4119002309498168]",Four-Peary,Four-Peary,TRAMWAY,TRAM 9,9
"[48.79900980990094, 2.0747465772642175]",Saint-Cyr,Saint-Cyr,TRAMWAY,TRAM 13,13
"[48.90171349349432, 2.095213743835338]",Saint-Germain-en-Laye,Saint-Germain-en-Laye,TRAMWAY,TRAM 13,13
"[48.81564572798854, 2.078833468689222]",Allée Royale,Allée Royale,TRAMWAY,TRAM 13,13
"[48.77983639352653, 2.251893156621531]",Parc des Sports,Parc des Sports,TRAMWAY,TRAM 10,10
"[48.776933610724925, 2.2501172588287335]",Noveos,Noveos,TRAMWAY,TRAM 10,10
"[48.76677756489328, 2.254186127735796]",Vallée aux Loups,Vallée aux Loups,TRAMWAY,TRAM 10,10
"[48.93230541513496, 2.475674370833511]",Le Blanc-Mesnil,Le Blanc-Mesnil,RER,RER B,B
"[49.0704623625092, 2.175304209946159]",Auvers-sur-Oise,Auvers-sur-Oise,TRAIN,TRANSILIEN H,H
"[48.97605425219654, 2.33852407064514]",Deuil-Montmagny,Deuil-Montmagny,TRAIN,TRANSILIEN H,H
"[48.53562062164871, 1.9959019903628321]",Dourdan-la-Forêt,Dourdan-la-Forêt,RER,RER C,C
"[48.93270621776532, 2.4547663827657757]",Drancy,Drancy,RER,RER B,B
"[49.02320637712827, 2.3622229810111146]",Écouen-Ézanville,Écouen-Ézanville,TRAIN,TRANSILIEN H,H
"[48.953495202445616, 2.3023468035919636]",Épinay-sur-Seine,Épinay-sur-Seine,RER,RER C,C
"[49.13600056365779, 2.2426777767781667]",Champagne-sur-Oise,Champagne-sur-Oise,TRAIN,TRANSILIEN H,H
"[49.16267057984195, 1.936928635785826]",Chars,Chars,TRAIN,TRANSILIEN J,J
"[48.48707639431202, 2.69503731516767]",Chartrettes,Chartrettes,TRAIN,TRANSILIEN R,R
"[48.861822271863645, 2.3470126872387564]",Châtelet-Les Halles,Châtelet-Les Halles,RER,RER A,A
"[48.861822271863645, 2.3470126872387564]",Châtelet-Les Halles,Châtelet-Les Halles,RER,RER B,B
"[48.99663008973013, 2.0977739884634667]",Conflans-Sainte-Honorine,Conflans-Sainte-Honorine,TRAIN,TRANSILIEN J,J
"[48.613427912659176, 2.472933650458743]",Corbeil-Essonnes,Corbeil-Essonnes,RER,RER D,D
"[48.83828254506775, 2.187110711095018]",Garches-Marnes-la-Coquette,Garches-Marnes-la-Coquette,TRAIN,TRANSILIEN L,L
"[48.90307291417364, 2.8102482207300605]",Esbly,Esbly,TRAIN,TRANSILIEN P,P
"[48.60555582544281, 2.462456492779696]",Essonnes-Robinson,Essonnes-Robinson,RER,RER D,D
"[48.998415392267766, 3.0079530557497183]",Isles-Armentières-Congis,Isles-Armentières-Congis,TRAIN,TRANSILIEN P,P
"[48.7616936894725, 2.304227347551859]",La Croix-de-Berny-Fresnes,La Croix-de-Berny-Fresnes,RER,RER B,B
"[48.94550297097257, 2.145017437654258]",Maisons-Laffitte,Maisons-Laffitte,TRAIN,TRANSILIEN L,L
"[48.52724332052425, 2.6549902821418874]",Melun,Melun,RER,RER D,D
"[49.005762535894725, 1.901781979947734]",Meulan-Hardricourt,Meulan-Hardricourt,TRAIN,TRANSILIEN J,J
"[48.97585875308649, 2.6424063023101887]",Mitry-Claye,Mitry-Claye,TRAIN,TRANSILIEN K,K
"[48.695264121172805, 2.15164203862357]",La Hacquinière,La Hacquinière,RER,RER B,B
"[48.573807792623285, 2.479469169601777]",Le Plessis-Chenet,Le Plessis-Chenet,RER,RER D,D
"[49.114783969151766, 2.210019869292197]",L'Isle-Adam-Parmain,L'Isle-Adam-Parmain,TRAIN,TRANSILIEN H,H
"[48.88077520385858, 2.358732959087859]",Magenta,Magenta,RER,RER E,E
"[48.89512589040026, 2.1953639869129002]",Nanterre-Ville,Nanterre-Ville,RER,RER A,A
"[48.97402657954451, 3.2193028141920887]",Nanteuil-Saâcy,Nanteuil-Saâcy,TRAIN,TRANSILIEN P,P
"[48.93871923899905, 1.8405170296579698]",Nézel-Aulnay,Nézel-Aulnay,TRAIN,TRANSILIEN N,N
"[49.12345185311607, 1.9493326802800404]",Santeuil-le-Perchay,Santeuil-le-Perchay,TRAIN,TRANSILIEN J,J
"[48.58715390622369, 2.4734903663442234]",Moulin-Galant,Moulin-Galant,RER,RER D,D
"[49.03398763533776, 2.128263873923672]",Saint-Ouen-l'Aumône-Liesse,Saint-Ouen-l'Aumône-Liesse,RER,RER C,C
"[48.93773606248046, 2.157086496469817]",Sartrouville,Sartrouville,TRAIN,TRANSILIEN L,L
"[48.82723877447488, 2.200721257947834]",Sèvres-Ville-d'Avray,Sèvres-Ville-d'Avray,TRAIN,TRANSILIEN L,L
"[48.18093685483376, 2.736249842909681]",Souppes-Château-Landon,Souppes-Château-Landon,TRAIN,TRANSILIEN R,R
"[49.09958693826033, 2.525531713992053]",Survilliers-Fosses,Survilliers-Fosses,RER,RER D,D
"[48.64422195252243, 1.832935470348962]",Rambouillet,Rambouillet,TRAIN,TRANSILIEN N,N
"[48.78023729617356, 2.281430595437461]",Robinson,Robinson,RER,RER B,B
"[48.79870763435358, 2.0718470059294005]",Saint-Cyr,Saint-Cyr,TRAIN,TRANSILIEN N,N
"[48.8007184629288, 2.1713898127563778]",Viroflay Rive Gauche,Viroflay Rive Gauche,RER,RER C,C
"[48.70661093476335, 2.4842425564350696]",Yerres,Yerres,RER,RER D,D
"[48.856070836610584, 2.2166014426812324]",Le Val d'Or,Le Val d'Or,TRAIN,TRANSILIEN L,L
"[48.81838763862699, 2.2920618145543172]",Vanves-Malakoff,Vanves-Malakoff,TRAIN,TRANSILIEN N,N
"[48.75883616277715, 2.193014615252485]",Vauboyen,Vauboyen,RER,RER C,C
"[48.73948720636679, 2.7588245486748937]",Tournan,Tournan,RER,RER E,E
"[48.77480280884466, 2.0065668690576657]",Trappes,Trappes,TRAIN,TRANSILIEN U,U
"[48.98107190915443, 2.005930893068559]",Triel-sur-Seine,Triel-sur-Seine,TRAIN,TRANSILIEN J,J
"[48.944181065040624, 2.5664480169629997]",Vert-Galant,Vert-Galant,RER,RER B,B
"[49.42620159135142, 2.0885069725465346]",Beauvais,Beauvais,TRAIN,GL,GL
"[48.44525370366525, 1.7795837097232068]",Auneau,Auneau,TRAIN,GL,GL
"[48.768352082722146, 1.5136372448870377]",Marchezais - Broué,Marchezais - Broué,TRAIN,TRANSILIEN N,N
"[49.21379080260569, 2.417033174921131]",Saint-Leu d’Esserent,Saint-Leu d’Esserent,TRAIN,TRANSILIEN H,H
"[48.977160714551644, 2.3906748809330787]",Garges-Sarcelles,Garges-Sarcelles,TRAMWAY,TRAM 5,5
"[48.828880699842834, 2.377697000269359]",Bibliothèque François Mitterrand,Bibliothèque François Mitterrand,RER,RER C,C
"[48.83653643201063, 2.7089817422622766]",Bussy-Saint-Georges,Bussy-Saint-Georges,RER,RER A,A
"[48.98500470032524, 2.2574741572503094]",Cernay,Cernay,TRAIN,TRANSILIEN H,H
"[48.881759488218286, 2.357570193470876]",Gare du Nord,Gare du Nord,RER,RER D,D
"[48.62333224013671, 2.451409095593274]",Le Bras-de-Fer,Le Bras-de-Fer,RER,RER D,D
"[48.7082378276465, 2.462282244689791]",Montgeron-Crosne,Montgeron-Crosne,RER,RER D,D
"[48.863556143401276, 2.8825913226626185]",Villiers-Montbarbin,Villiers-Montbarbin,TRAIN,TRANSILIEN P,P
"[48.854824961790285, 2.7724281482553645]",Val d'Europe,Val d'Europe,RER,RER A,A
"[48.72964735491489, 2.360013412858125]",Orly 1-2-3,Orly 1-2-3,VAL,ORLYVAL,ORL
"[49.00468746087186, 2.57058948552452]",Aéroport Charles De Gaulle 2-TGV,Aéroport Charles De Gaulle 2-TGV,RER,RER B,B
"[48.86546235614948, 2.272159381919414]",Avenue Henri Martin,Avenue Henri Martin,RER,RER C,C
"[48.53150198555095, 2.370518497736707]",Ballancourt,Ballancourt,RER,RER D,D
"[48.82108964968064, 2.338978472013181]",Cité Universitaire,Cité Universitaire,RER,RER B,B
"[48.64848911165158, 2.4353305301813037]",Grand-Bourg,Grand-Bourg,RER,RER D,D
"[48.65484933449465, 2.39678350341544]",Grigny-Centre,Grigny-Centre,RER,RER D,D
"[48.87737561894523, 2.359456616944207]",Gare de l'Est,Gare de l'Est,TRAIN,TRANSILIEN P,P
"[48.88092200573709, 2.3563285436701618]",Gare du Nord,Gare du Nord,TRAIN,TRANSILIEN K,K
"[48.739681041595524, 2.2876674954630727]",Les Baconnets,Les Baconnets,RER,RER B,B
"[48.80594060486005, 2.152993070369509]",Montreuil,Montreuil,TRAIN,TRANSILIEN L,L
"[48.85353289978531, 2.34528833219743]",Saint-Michel,Saint-Michel,RER,RER C,C
"[48.795138178428715, 2.1351562241000215]",Versailles-Chantiers,Versailles-Chantiers,TRAIN,TRANSILIEN U,U
"[48.795138178428715, 2.1351562241000215]",Versailles-Chantiers,Versailles-Chantiers,TRAIN,TRANSILIEN N,N
"[48.88092200573709, 2.3563285436701618]",Gare du Nord,Gare du Nord,TRAIN,TRANSILIEN H,H
"[48.77126603718618, 2.435306339706322]",Créteil Pompadour,Créteil Pompadour,RER,RER D,D
"[48.8751498187932, 2.2959049047131748]",Charles De Gaulle-Étoile,Charles De Gaulle-Étoile,METRO,METRO 1,1
"[48.8531679839561, 2.343285978923923]",Saint-Michel,Saint-Michel,METRO,METRO 4,4
